edad,incumplimiento_pagos,tiene_hipoteca,tiene_prestamo,duracion_ultima_llamada,contacos_con_cliente,dias_desde_ultimo_contacto,contactos_pre_campaña,tasa_variacion_empleo,IPC,respuesta_campaña,fecha_intereaccion,ingresos,hijos_pequeños,hijos_adolescentes,fecha_inicio_cliente,visitas_web_mes,total_hijos,nivel_educativo,estado_civil
56,,1,0,214,10,999,0,1.1,93.994,no,2017-12-23,93616,0,0,2012-11-11,31,0,Primaria,Casado
40,,1,0,446,7,999,0,1.1,93.994,no,2018-03-23,84426,1,2,2012-08-10,25,3,Primaria,Casado
46,0,1,0,153,2,999,0,1.1,93.994,no,2018-10-02,44876,0,0,2012-12-21,2,0,Primaria,Casado
56,0,1,0,181,6,999,0,1.1,93.994,no,2019-01-20,65059,2,0,2012-08-24,5,2,Instituto,Divorciado
42,0,0,0,747,5,999,0,1.1,93.994,no,2017-12-07,154688,0,1,2012-04-17,29,1,Primaria,Divorciado
41,0,1,0,214,1,999,0,1.1,93.994,no,2015-03-27,153032,0,2,2012-06-06,5,2,Instituto,Soltero
41,0,1,0,270,1,999,0,1.1,93.994,no,2015-03-03,93681,0,2,2012-06-29,22,2,Primaria,Divorciado
53,0,0,1,37,13,999,0,1.1,93.994,no,2017-09-08,94221,0,0,2012-12-31,15,0,Grado Universitario,Casado
33,0,,,129,8,999,0,1.1,93.994,no,2015-09-20,10518,0,0,2012-08-20,15,0,Primaria,Casado
25,0,0,0,72,3,999,0,1.1,93.994,no,2017-02-14,110843,1,0,2012-08-18,31,1,Instituto,Soltero
42,0,0,0,1392,2,999,0,1.1,93.994,yes,2019-09-10,97715,2,1,2012-08-11,19,3,Instituto,Casado
34,,1,1,441,9,999,0,1.1,93.994,no,2016-01-04,63572,2,1,2012-04-12,8,3,Instituto,Casado
41,0,1,0,725,1,999,0,1.1,93.994,no,2018-08-20,134846,2,2,2012-01-21,26,4,Primaria,Divorciado
38,0,0,0,213,3,999,0,1.1,93.994,no,2015-09-01,148783,1,2,2012-12-19,11,3,Instituto,Casado
31,0,0,1,177,10,999,0,1.1,93.994,no,2019-12-12,18518,0,1,2012-11-22,11,1,Instituto,Soltero
46,0,1,0,273,4,999,0,1.1,93.994,no,2016-11-22,99486,0,2,2012-04-19,6,2,Formación profesional,Casado
,0,0,0,98,2,999,0,1.1,93.994,no,2018-03-22,89265,2,1,2012-12-01,16,3,Grado Universitario,Casado
39,0,0,1,480,4,999,0,1.1,93.994,no,2015-02-25,145087,1,1,2012-06-30,2,2,Instituto,Casado
54,,1,0,152,1,999,0,1.1,93.994,no,2017-05-03,72832,0,1,2012-06-11,27,1,Primaria,Casado
,0,1,0,204,2,999,0,1.1,93.994,no,2016-02-28,101062,0,2,2012-05-27,13,2,Grado Universitario,Divorciado
40,0,1,1,117,1,999,0,1.1,93.994,no,2018-09-28,82464,2,1,2012-08-17,12,3,Instituto,Soltero
56,0,0,0,246,3,999,0,1.1,93.994,no,2016-03-25,46557,2,1,2012-08-25,20,3,Primaria,Divorciado
41,0,0,0,352,5,999,0,1.1,93.994,no,2018-08-17,14308,2,1,2012-10-16,27,3,Grado Universitario,Casado
33,0,0,0,190,1,999,0,1.1,93.994,no,2018-03-28,65143,2,0,2012-11-15,17,2,Instituto,Divorciado
55,0,1,0,719,1,999,0,1.1,93.994,yes,2018-08-25,30336,1,1,2012-01-22,27,2,Instituto,Casado
33,0,0,0,277,1,999,0,1.1,93.994,no,2019-10-02,159081,0,2,2012-07-06,11,2,Instituto,Divorciado
48,0,0,0,315,1,999,0,1.1,93.994,no,2019-03-25,167719,0,1,2012-10-01,6,1,Instituto,Divorciado
28,,1,0,289,1,999,0,1.1,93.994,no,2017-09-12,74394,0,1,2012-08-10,26,1,Primaria,Casado
,0,0,0,225,1,999,0,1.1,93.994,no,2019-03-14,173169,0,2,2012-03-05,12,2,Grado Universitario,Casado
42,,0,1,408,1,999,0,1.1,93.994,no,2017-07-14,14194,0,2,2012-12-14,3,2,Primaria,Soltero
60,,1,0,74,1,999,0,1.1,93.994,no,2016-10-06,121118,1,2,2012-05-31,11,3,Instituto,Casado
35,0,0,0,24,1,999,0,1.1,93.994,no,2018-07-06,171087,1,2,2012-04-14,16,3,Primaria,Casado
45,0,1,1,369,1,999,0,1.1,93.994,no,2015-03-30,158070,2,1,2012-10-30,28,3,Grado Universitario,Casado
36,0,1,0,167,1,999,0,1.1,93.994,no,2019-04-13,51944,1,0,2012-09-24,28,1,Primaria,Casado
33,0,1,0,64,3,999,0,1.1,93.994,no,2016-11-21,81114,2,1,2012-10-20,10,3,Primaria,Casado
54,,1,0,151,1,999,0,1.1,93.994,no,2017-05-04,121127,1,2,2012-08-14,30,3,Primaria,Divorciado
49,,0,1,801,1,999,0,1.1,93.994,yes,2018-04-20,20594,0,0,2012-08-03,22,0,Primaria,Casado
46,0,0,0,336,1,999,0,1.1,93.994,no,2017-02-09,117695,1,1,2012-03-14,20,2,Primaria,Casado
32,0,0,0,59,1,999,0,1.1,93.994,no,2015-11-26,22605,1,1,2012-12-07,32,2,Grado Universitario,Soltero
,0,0,0,93,1,999,0,1.1,,no,2018-03-15,32765,2,2,2012-12-03,1,4,Primaria,Divorciado
37,0,0,0,181,1,999,0,1.1,93.994,no,2015-06-01,173121,2,2,2012-01-11,25,4,Primaria,Casado
35,0,0,0,86,6,999,0,1.1,93.994,no,2016-03-28,178861,0,2,2012-05-05,6,2,Grado Universitario,Casado
,0,0,0,317,1,999,0,1.1,93.994,no,2018-10-13,160132,2,0,2012-10-11,15,2,Primaria,Casado
33,0,1,0,120,1,999,0,1.1,93.994,no,2019-07-30,94794,2,0,2012-03-26,20,2,Formación profesional,Casado
38,0,1,1,388,1,999,0,1.1,93.994,no,2019-09-30,70422,1,1,2012-05-02,32,2,Primaria,Casado
,0,0,0,174,1,999,0,1.1,93.994,no,2016-12-22,15010,0,0,2012-12-27,9,0,Grado Universitario,Casado
55,0,1,0,72,1,999,0,1.1,93.994,no,2018-10-10,99104,1,0,2012-03-13,24,1,Instituto,Casado
35,0,1,0,126,1,999,0,1.1,93.994,no,2016-10-02,77699,0,0,2012-03-09,2,0,Instituto,Casado
55,0,1,0,339,1,999,0,1.1,93.994,no,2015-01-20,62922,0,0,2012-07-17,5,0,Instituto,Casado
33,,0,0,171,5,999,0,1.1,93.994,no,2015-12-11,69248,0,1,2012-12-20,32,1,Primaria,Casado
32,,1,0,162,1,999,0,1.1,93.994,no,2019-08-18,18031,0,2,2012-04-15,11,2,Primaria,Casado
32,0,1,0,18,28,999,0,1.1,93.994,no,2019-10-01,71709,0,1,2012-08-26,29,1,Primaria,Casado
32,0,0,0,129,1,999,0,1.1,93.994,no,2019-05-23,110075,0,1,2012-08-23,6,1,Primaria,Divorciado
,0,1,1,938,1,999,0,1.1,93.994,yes,2017-11-29,19192,2,2,2012-02-25,14,4,Grado Universitario,Soltero
38,,1,0,173,1,999,0,1.1,93.994,no,2017-08-10,166388,2,1,2012-12-16,21,3,Instituto,Casado
56,0,0,0,222,1,999,0,1.1,93.994,no,2017-03-09,18552,1,2,2012-05-23,6,3,Primaria,Casado
55,0,1,1,692,1,999,0,1.1,93.994,no,2017-09-25,172903,1,1,2012-06-23,29,2,Instituto,Casado
33,0,1,1,262,2,999,0,1.1,93.994,no,2016-09-17,45599,0,1,2012-02-13,17,1,Formación profesional,Casado
45,,1,1,78,1,999,0,1.1,93.994,no,2016-05-03,52228,1,0,2012-11-11,4,1,Instituto,Soltero
58,,0,0,134,5,999,0,1.1,93.994,no,2017-07-08,93952,1,1,2012-12-06,5,2,Grado Universitario,Casado
46,0,1,1,323,1,999,0,1.1,93.994,no,2019-06-01,86530,1,0,2012-01-07,24,1,Grado Universitario,Casado
,0,1,0,43,1,999,0,1.1,93.994,no,2017-03-05,149147,2,1,2012-09-28,10,3,Grado Universitario,Casado
50,,0,1,245,1,999,0,1.1,93.994,no,2017-11-30,114904,0,0,2012-01-07,32,0,Primaria,Casado
56,,0,0,482,1,999,0,1.1,93.994,no,2017-10-22,18526,1,2,2012-01-09,26,3,Primaria,Casado
33,,1,1,207,2,999,0,1.1,93.994,no,2019-03-27,83370,2,2,2012-12-26,16,4,Primaria,Casado
26,0,1,1,56,1,999,0,1.1,93.994,no,2016-02-01,155848,2,0,2012-02-29,5,2,Grado Universitario,Casado
49,,1,0,85,2,999,0,1.1,93.994,no,2019-09-18,178183,0,2,2012-10-05,11,2,Instituto,Soltero
36,0,1,1,201,1,999,0,1.1,93.994,no,2019-12-03,96303,1,2,2012-06-15,12,3,Instituto,Casado
52,,0,0,353,1,999,0,1.1,93.994,no,2019-05-06,177289,2,2,2012-03-21,16,4,Grado Universitario,Soltero
49,,0,1,554,3,999,0,1.1,93.994,no,2016-03-13,48780,2,1,2012-06-10,10,3,Primaria,Casado
49,,0,0,432,1,999,0,1.1,93.994,no,2019-04-30,168339,2,2,2012-11-15,25,4,Primaria,Casado
,0,0,0,27,2,999,0,1.1,93.994,no,2019-05-13,95127,1,1,2012-03-22,24,2,Instituto,Soltero
36,0,0,0,361,1,999,0,1.1,93.994,no,2016-05-26,52333,2,2,2012-11-04,8,4,Instituto,Casado
45,0,1,0,565,1,999,0,1.1,93.994,yes,2019-12-19,138886,0,0,2012-04-01,18,0,Formación profesional,Soltero
41,0,0,0,162,1,999,0,1.1,93.994,no,2016-07-25,108916,1,1,2012-01-06,32,2,Grado Universitario,Casado
,,0,0,139,1,999,0,1.1,93.994,no,2018-04-10,51685,2,0,2012-05-13,28,2,Instituto,Casado
31,0,0,0,287,3,999,0,1.1,93.994,no,2015-10-19,85513,0,2,2012-01-12,1,2,Formación profesional,Casado
32,0,0,0,147,1,999,0,1.1,93.994,no,2015-09-18,78628,2,1,2012-11-08,16,3,Formación profesional,Casado
59,,0,0,905,1,999,0,1.1,93.994,yes,2019-03-21,8017,0,1,2012-05-17,16,1,Formación profesional,Casado
25,0,1,1,118,1,999,0,1.1,93.994,no,2015-03-31,72822,0,2,2012-03-19,20,2,Instituto,Divorciado
22,0,0,0,91,1,999,0,1.1,93.994,no,2017-06-26,164708,1,1,2012-09-27,30,2,Primaria,Soltero
43,0,0,0,111,5,999,0,1.1,93.994,no,2018-02-22,137605,1,2,2012-11-11,12,3,Primaria,Casado
35,0,1,0,162,1,999,0,1.1,93.994,no,2016-04-05,148911,0,0,2012-09-08,13,0,Primaria,Casado
60,0,1,0,236,1,999,0,1.1,93.994,no,2016-12-16,101578,0,0,2012-09-21,9,0,Primaria,Casado
40,0,0,0,73,1,999,0,1.1,93.994,no,2016-05-10,124606,2,2,2012-10-03,16,4,Grado Universitario,Casado
37,0,1,0,123,1,999,0,1.1,93.994,no,2015-02-08,6438,0,0,2012-12-13,28,0,Formación profesional,Casado
,0,1,1,298,2,999,0,1.1,93.994,no,2018-01-14,23917,2,0,2012-01-23,18,2,Grado Universitario,Casado
36,0,0,0,86,1,999,0,1.1,93.994,no,2015-11-07,14716,0,1,2012-11-16,16,1,Grado Universitario,Soltero
35,0,1,0,420,1,999,0,1.1,93.994,no,2016-09-29,12914,1,1,2012-08-31,7,2,Primaria,Casado
43,0,1,0,139,2,999,0,1.1,93.994,no,2019-08-18,11191,1,0,2012-04-25,17,1,Primaria,Casado
39,0,1,0,164,1,999,0,1.1,93.994,no,2018-11-24,84396,2,1,2012-08-01,28,3,Primaria,Casado
56,,1,0,508,1,999,0,1.1,93.994,no,2017-02-02,145663,0,2,2012-03-16,5,2,,Casado
37,0,0,0,139,1,999,0,1.1,93.994,no,2016-07-24,148694,0,1,2012-11-06,31,1,Instituto,Soltero
38,0,0,0,192,1,999,0,1.1,93.994,no,2018-03-10,114976,2,1,2012-02-05,20,3,Formación profesional,Casado
37,0,0,0,226,1,999,0,1.1,93.994,no,2016-11-12,159142,2,1,2012-09-09,10,3,Grado Universitario,Soltero
,,0,0,783,2,999,0,1.1,93.994,yes,2018-11-24,20094,0,2,2012-05-18,20,2,Primaria,Casado
,,0,0,264,2,999,0,1.1,93.994,no,2018-07-22,136806,2,0,2012-02-16,24,2,Instituto,Casado
38,0,0,0,166,1,999,0,1.1,93.994,no,2018-02-11,130361,2,2,2012-12-28,13,4,Primaria,Casado
,,0,0,27,1,999,0,1.1,93.994,no,2018-07-20,46720,1,1,2012-05-16,7,2,Formación profesional,Soltero
,,0,0,353,1,999,0,1.1,93.994,no,2015-05-16,19365,2,0,2012-04-12,20,2,Instituto,Casado
39,,1,0,85,1,999,0,1.1,93.994,no,2018-03-03,14879,1,1,2012-10-09,3,2,Primaria,Casado
,,0,0,1106,1,999,0,1.1,93.994,no,2018-10-14,83715,0,1,2012-03-18,11,1,Formación profesional,Soltero
35,0,0,0,419,1,999,0,1.1,93.994,no,2018-10-22,80616,2,2,2012-03-28,28,4,Primaria,Casado
40,,1,1,603,5,999,0,1.1,93.994,no,2016-06-07,147159,0,2,2012-12-30,31,2,Grado Universitario,Casado
55,,1,1,415,1,999,0,1.1,93.994,no,2015-06-14,57946,2,0,2012-08-07,19,2,Grado Universitario,Soltero
37,0,1,0,179,1,999,0,1.1,93.994,no,2019-02-20,96852,2,2,2012-01-25,12,4,Primaria,Casado
53,,0,0,872,5,999,0,1.1,93.994,no,2017-09-07,96429,1,1,2012-04-13,29,2,Primaria,Casado
,0,,,52,1,999,0,1.1,93.994,no,2019-07-18,143132,2,1,2012-07-25,3,3,Instituto,Casado
32,0,0,0,490,1,999,0,1.1,93.994,no,2016-06-18,109913,0,0,2012-10-13,14,0,Primaria,Casado
,0,1,0,63,1,999,0,1.1,93.994,no,2018-04-19,50815,2,0,2012-12-16,29,2,Instituto,Casado
52,0,1,0,27,10,999,0,1.1,93.994,no,2019-10-02,90443,0,2,2012-02-04,29,2,Grado Universitario,Casado
33,0,0,1,425,1,999,0,1.1,93.994,no,2018-05-11,27985,2,0,2012-04-18,32,2,Instituto,Casado
51,,0,0,12,11,999,0,1.1,93.994,no,2019-04-09,32111,1,0,2012-07-04,3,1,Formación profesional,Casado
32,0,1,0,350,1,999,0,1.1,93.994,no,2019-05-06,124940,1,0,2012-06-11,27,1,Grado Universitario,Soltero
33,0,1,0,103,1,999,0,1.1,93.994,no,2017-12-29,67156,1,2,2012-04-15,15,3,Formación profesional,Divorciado
34,0,0,0,210,1,999,0,1.1,93.994,no,2016-10-28,141633,1,0,2012-01-14,16,1,Instituto,Casado
34,0,0,0,261,1,999,0,1.1,93.994,no,2015-11-26,31693,2,2,2012-12-17,12,4,Instituto,Casado
55,0,1,0,115,2,999,0,1.1,93.994,no,2019-01-24,158502,1,1,2012-02-07,1,2,Grado Universitario,Divorciado
33,,1,0,641,1,999,0,1.1,93.994,no,2017-01-20,56629,2,2,2012-04-05,31,4,Instituto,Casado
34,0,1,1,71,1,999,0,1.1,93.994,no,2018-03-23,87612,0,0,2012-03-05,1,0,Primaria,Casado
,0,1,0,370,1,999,0,1.1,93.994,no,2018-04-14,6714,1,0,2012-08-04,11,1,Grado Universitario,Casado
55,,1,0,958,2,999,0,1.1,93.994,yes,2015-01-19,164736,1,2,2012-03-19,14,3,Primaria,Casado
45,,1,0,103,2,999,0,1.1,93.994,no,2015-11-20,111789,0,1,2012-06-17,19,1,Primaria,Casado
,,1,1,628,1,999,0,1.1,93.994,no,2015-06-26,119197,0,2,2012-04-26,20,2,Primaria,Casado
53,0,1,0,232,1,999,0,1.1,93.994,no,2019-06-02,54966,0,1,2012-10-25,11,1,Grado Universitario,Casado
43,0,0,0,68,1,999,0,1.1,93.994,no,2019-06-26,16375,1,2,2012-06-12,26,3,Grado Universitario,Casado
,0,1,0,192,1,999,0,1.1,93.994,no,2018-08-05,138121,0,0,2012-01-03,18,0,Primaria,Casado
39,0,0,0,494,3,999,0,1.1,93.994,no,2017-10-26,43516,1,1,2012-08-12,25,2,Primaria,Casado
29,,1,0,166,7,999,0,1.1,93.994,no,2018-02-14,128304,1,0,2012-11-10,28,1,Primaria,Casado
35,0,1,0,151,2,999,0,1.1,93.994,no,2016-06-29,132520,2,2,2012-06-11,17,4,Primaria,Casado
45,0,1,0,204,1,999,0,1.1,93.994,no,2015-07-08,60504,1,0,2012-05-05,17,1,Primaria,Casado
35,0,1,0,180,1,999,0,1.1,93.994,no,2019-06-08,160131,2,0,2012-04-23,27,2,Primaria,Casado
37,0,0,0,494,2,999,0,1.1,93.994,no,2018-03-07,29830,0,2,2012-06-02,25,2,Grado Universitario,Soltero
38,,0,0,530,2,999,0,1.1,93.994,no,2015-04-17,167349,1,1,2012-02-28,26,2,Primaria,Casado
35,0,0,0,759,1,999,0,1.1,93.994,no,2015-07-26,158753,0,0,2012-05-31,15,0,Formación profesional,Casado
36,0,0,0,85,1,999,0,1.1,93.994,no,2019-01-12,129711,0,0,2012-09-29,5,0,Grado Universitario,Casado
,0,0,0,445,2,999,0,1.1,93.994,no,2015-07-10,65879,1,2,2012-09-24,30,3,Primaria,Casado
53,0,0,0,345,1,999,0,1.1,93.994,no,2017-03-12,106407,1,0,2012-10-16,7,1,Primaria,Soltero
30,0,0,0,819,1,999,0,1.1,93.994,yes,2019-04-18,137555,1,0,2012-07-27,19,1,Grado Universitario,Soltero
41,,0,0,16,1,999,0,1.1,93.994,no,2017-04-08,135180,0,1,2012-02-15,28,1,Primaria,Casado
,,0,0,32,1,999,0,1.1,93.994,no,2018-02-01,63345,2,1,2012-03-20,7,3,Primaria,Casado
,0,0,0,648,1,999,0,1.1,93.994,no,2016-03-05,64656,1,1,2012-11-28,5,2,Grado Universitario,Casado
36,0,0,0,29,1,999,0,1.1,93.994,no,2017-09-26,8529,2,0,2012-04-11,24,2,Instituto,Casado
44,,0,0,220,1,999,0,1.1,93.994,no,2017-03-30,162731,1,1,2012-10-15,5,2,Instituto,Divorciado
56,,0,0,151,1,999,0,1.1,93.994,no,2017-02-16,111566,2,2,2012-06-18,8,4,Instituto,Casado
38,0,1,0,290,2,999,0,1.1,93.994,no,2015-05-23,117427,2,0,2012-12-29,7,2,Grado Universitario,Casado
35,0,1,1,634,2,999,0,1.1,93.994,no,2017-01-14,177896,0,0,2012-04-23,4,0,Formación profesional,Casado
35,0,0,1,717,3,999,0,1.1,93.994,no,2019-08-06,82482,2,0,2012-11-16,13,2,Grado Universitario,Casado
28,,1,0,249,1,999,0,1.1,93.994,no,2017-02-24,15681,0,2,2012-09-28,26,2,Instituto,Casado
43,,0,1,228,1,999,0,1.1,93.994,no,2015-01-12,172984,2,0,2012-02-05,26,2,Primaria,Casado
30,0,0,0,122,1,999,0,1.1,93.994,no,2016-02-28,16541,2,2,2012-01-19,13,4,Formación profesional,Casado
36,,1,0,544,1,999,0,1.1,93.994,no,2017-09-11,74655,1,1,2012-11-25,2,2,Grado Universitario,Soltero
40,0,1,1,951,2,999,0,1.1,93.994,no,2019-08-13,18318,1,2,2012-08-14,7,3,Primaria,Casado
,0,1,0,412,1,999,0,1.1,93.994,yes,2015-10-01,113342,0,1,2012-06-16,3,1,Grado Universitario,Soltero
27,0,1,1,264,1,999,0,1.1,93.994,no,2015-01-19,135528,0,2,2012-12-17,32,2,Primaria,Soltero
42,0,0,0,211,1,999,0,1.1,93.994,no,2019-01-23,171178,2,0,2012-07-12,2,2,Primaria,Divorciado
49,0,1,0,97,1,999,0,1.1,93.994,no,2018-11-08,138088,0,0,2012-10-08,2,0,Primaria,Casado
38,0,1,1,192,1,999,0,1.1,93.994,no,2016-09-26,8876,0,0,2012-10-05,29,0,Formación profesional,Casado
31,0,1,0,160,1,999,0,1.1,93.994,no,2016-07-05,45916,1,0,2012-07-23,9,1,Instituto,Casado
57,0,0,0,97,1,999,0,1.1,93.994,no,2015-09-01,103696,2,1,2012-08-14,7,3,Primaria,Casado
29,0,0,0,244,1,999,0,1.1,93.994,no,2019-11-19,126587,0,2,2012-06-30,12,2,Primaria,Soltero
36,0,1,0,578,2,999,0,1.1,93.994,no,2015-07-29,48881,1,2,2012-11-26,9,3,Grado Universitario,Casado
55,,1,0,359,1,999,0,1.1,93.994,no,2019-05-01,26782,0,0,2012-12-20,19,0,Instituto,Divorciado
30,0,1,0,190,2,999,0,1.1,93.994,no,2016-12-01,45419,2,2,2012-09-14,21,4,Instituto,Soltero
32,,0,0,111,1,999,0,1.1,93.994,no,2019-12-25,168640,1,1,2012-02-19,29,2,Primaria,Casado
49,,1,0,487,5,999,0,1.1,93.994,no,2016-10-29,46260,2,0,2012-08-06,30,2,Primaria,Casado
48,0,1,0,396,1,999,0,1.1,93.994,no,2016-09-20,103023,0,2,2012-07-29,21,2,Grado Universitario,Casado
30,0,0,0,59,8,999,0,1.1,93.994,no,2016-02-25,32717,0,1,2012-06-15,29,1,Primaria,Soltero
53,0,1,0,111,3,999,0,1.1,93.994,no,2015-12-30,135807,0,0,2012-08-10,25,0,Instituto,Divorciado
40,0,0,1,502,1,999,0,1.1,93.994,no,2018-09-05,101184,0,1,2012-08-20,14,1,Grado Universitario,Soltero
,0,0,1,795,1,999,0,1.1,93.994,yes,2019-07-12,28392,0,1,2012-06-19,32,1,Primaria,Casado
60,,1,0,202,6,999,0,1.1,,no,2018-08-08,18601,2,2,2012-03-19,6,4,Formación profesional,Divorciado
,0,0,0,135,1,999,0,1.1,93.994,no,2017-01-22,174934,1,2,2012-01-11,32,3,Primaria,Casado
,0,1,0,29,1,999,0,1.1,93.994,no,2016-05-17,38641,2,2,2012-05-20,12,4,Grado Universitario,Casado
31,0,0,0,408,1,999,0,1.1,93.994,no,2016-09-08,88482,2,0,2012-02-19,28,2,Primaria,Casado
56,0,1,1,136,1,999,0,1.1,93.994,no,2017-09-05,87419,2,1,2012-02-01,14,3,Grado Universitario,Casado
60,0,0,1,141,2,999,0,1.1,93.994,no,2017-07-12,41475,0,1,2012-12-22,25,1,Primaria,Casado
34,0,0,0,103,2,999,0,1.1,93.994,no,2015-11-19,6713,2,1,2012-08-24,6,3,Primaria,Casado
56,0,0,1,171,1,999,0,1.1,93.994,no,2018-03-03,131223,0,1,2012-09-27,3,1,Grado Universitario,Casado
,,0,0,229,2,999,0,1.1,93.994,no,2019-10-22,130541,1,1,2012-03-02,2,2,Primaria,Casado
29,0,0,0,93,1,999,0,1.1,93.994,no,2017-03-12,157131,0,2,2012-01-13,18,2,Instituto,Soltero
49,,1,0,61,1,999,0,1.1,93.994,no,2016-10-27,125857,0,1,2012-08-14,16,1,Primaria,Casado
,0,0,0,35,1,999,0,1.1,93.994,no,2016-11-21,141943,1,2,2012-07-31,1,3,Primaria,Casado
49,,0,0,7,12,999,0,1.1,93.994,no,2015-01-27,112196,0,2,2012-08-28,6,2,Instituto,Casado
43,0,0,0,51,2,999,0,1.1,93.994,no,2015-05-21,114454,2,1,2012-04-19,26,3,Formación profesional,Soltero
38,0,0,0,17,7,999,0,1.1,93.994,no,2016-03-03,12822,0,1,2012-05-06,30,1,Primaria,Soltero
48,0,1,0,504,1,999,0,1.1,93.994,no,2016-02-14,122723,0,2,2012-10-19,23,2,Primaria,Casado
43,0,0,0,726,1,999,0,1.1,93.994,no,2019-05-10,59033,1,2,2012-12-15,8,3,Instituto,Casado
30,0,0,0,542,1,999,0,1.1,93.994,no,2017-01-31,154594,1,0,2012-10-22,21,1,Primaria,Casado
31,0,0,0,257,2,999,0,1.1,93.994,no,2016-06-07,131716,2,1,2012-12-28,10,3,Formación profesional,Casado
37,,0,0,112,1,999,0,1.1,93.994,no,2018-01-03,36145,2,0,2012-10-17,10,2,Instituto,Casado
42,,1,0,250,2,999,0,1.1,93.994,no,2016-06-17,21357,0,1,2012-10-17,24,1,Primaria,Casado
59,,0,0,294,2,999,0,1.1,93.994,no,2017-06-08,82266,0,2,2012-07-06,14,2,Instituto,Casado
42,,1,1,303,3,999,0,1.1,93.994,no,2019-09-28,32606,0,1,2012-03-11,18,1,,Soltero
36,0,1,1,828,4,999,0,1.1,93.994,yes,2019-02-21,140975,0,0,2012-11-25,31,0,Formación profesional,Soltero
41,0,1,1,343,1,999,0,1.1,93.994,no,2015-01-26,68192,0,2,2012-04-06,11,2,Primaria,Divorciado
44,0,0,0,206,1,999,0,1.1,93.994,no,2019-02-06,61816,0,0,2012-04-27,5,0,Instituto,Casado
40,0,1,1,786,2,999,0,1.1,93.994,no,2016-08-19,16087,0,1,2012-07-17,3,1,Grado Universitario,Casado
,0,0,0,178,1,999,0,1.1,93.994,no,2017-12-25,146453,2,0,2012-09-16,3,2,Instituto,Casado
,0,0,0,509,1,999,0,1.1,93.994,no,2017-09-10,113630,1,1,2012-05-04,27,2,Formación profesional,Divorciado
33,0,1,0,161,4,999,0,1.1,93.994,no,2015-09-16,170427,2,1,2012-05-18,16,3,Formación profesional,Casado
57,0,1,1,125,3,999,0,1.1,93.994,no,2018-09-29,98869,1,0,2012-07-18,2,1,Instituto,Divorciado
31,0,1,1,159,1,999,0,1.1,93.994,no,2019-01-10,82778,0,0,2012-06-27,22,0,Instituto,Casado
57,0,0,1,221,1,999,0,1.1,93.994,no,2016-09-15,97571,0,0,2012-03-23,1,0,Primaria,Casado
48,0,1,0,211,1,999,0,1.1,93.994,no,2015-04-27,138127,0,2,2012-02-22,20,2,Primaria,Casado
52,,0,0,68,1,999,0,1.1,93.994,no,2016-08-23,82676,1,0,2012-12-13,21,1,Instituto,Casado
37,,0,0,293,1,999,0,1.1,93.994,no,2018-02-03,177666,1,1,2012-11-20,23,2,,Soltero
42,,0,0,389,1,999,0,1.1,93.994,no,2019-04-03,49517,2,2,2012-04-29,31,4,Grado Universitario,Casado
33,0,0,0,240,1,999,0,1.1,93.994,no,2018-10-16,56604,2,0,2012-01-04,27,2,Instituto,Soltero
36,,0,0,145,1,999,0,1.1,93.994,no,2017-12-27,19515,2,1,2012-10-17,15,3,Instituto,Soltero
57,,1,0,59,2,999,0,1.1,93.994,no,2016-06-11,38312,2,2,2012-12-21,21,4,Primaria,Casado
51,0,1,1,39,2,999,0,1.1,93.994,no,2015-09-26,113813,2,2,2012-09-07,23,4,Primaria,Casado
43,0,1,0,140,2,999,0,1.1,93.994,no,2019-11-25,52068,0,0,2012-12-15,10,0,Instituto,Casado
55,0,1,0,53,3,999,0,1.1,93.994,no,2019-09-26,79412,2,2,2012-06-12,26,4,Grado Universitario,Soltero
41,,1,1,44,3,999,0,1.1,93.994,no,2017-11-09,165370,0,2,2012-04-01,23,2,Primaria,Casado
27,,1,0,212,2,999,0,1.1,93.994,no,2018-03-16,32099,1,2,2012-11-14,20,3,Instituto,Soltero
,,0,0,57,2,999,0,1.1,93.994,no,2018-03-16,137649,1,0,2012-06-15,14,1,Grado Universitario,Casado
37,0,0,0,45,13,999,0,1.1,93.994,no,2017-12-16,146864,0,0,2012-08-07,32,0,Primaria,Casado
40,0,1,0,738,3,999,0,1.1,93.994,no,2015-05-22,121975,0,1,2012-02-12,20,1,Instituto,Soltero
28,,1,0,102,3,999,0,1.1,93.994,no,2019-09-24,78450,0,2,2012-12-12,5,2,Primaria,Soltero
31,0,0,1,161,2,999,0,1.1,93.994,no,2018-02-24,120895,0,1,2012-01-13,29,1,Primaria,Casado
32,0,1,1,383,2,999,0,1.1,93.994,no,2015-10-10,153999,1,1,2012-10-10,1,2,Instituto,Casado
32,0,1,1,184,9,999,0,1.1,93.994,no,2015-10-29,104563,2,0,2012-08-21,12,2,Instituto,Casado
35,0,0,0,122,2,999,0,1.1,93.994,no,2017-01-30,152625,1,2,2012-06-18,5,3,Instituto,Casado
36,0,1,0,137,2,999,0,1.1,93.994,no,2019-02-14,157669,1,2,2012-11-08,22,3,Formación profesional,Divorciado
31,0,0,0,189,2,999,0,1.1,93.994,no,2019-12-01,106160,2,0,2012-08-20,14,2,Instituto,Casado
38,,1,0,88,2,999,0,1.1,93.994,no,2018-08-09,17199,1,0,2012-06-01,12,1,Primaria,Casado
